gene_symbol	ATC1	ATC2	ATC3	PTC1	PTC2	PTC3
ANKRD39	372	131	166	170	213	224
ANKRD40	5625	4242	1819	2735	2168	2195
ANKRD42	420	745	702	627	658	508
ANKRD43	1	8	1	319	58	69
ANKRD44	299	362	581	233	279	577
ANKRD45	14	2	6	6	11	42
ANKRD46	408	536	502	495	441	332
ANKRD49	215	351	272	371	246	218
ANKRD50	2223	4124	2999	1611	1797	2276
ANKRD52	4945	3282	4740	6333	5643	3890
ANKRD53	0	1	9	7	0	18
ANKRD54	556	848	666	316	593	548
ANKRD55	3	4	0	1	3	0
ANKRD56	2	6	0	157	44	97
ANKRD57	1001	1558	913	864	621	750
ANKRD58	1	18	1	109	112	24
ANKRD5	589	479	781	972	599	339
ANKRD6	154	114	34	478	379	236
ANKRD7	13	17	25	56	2	7
ANKRD9	183	750	459	276	430	329
ANKS1A	1423	1073	692	1251	1034	974
ANKS1B	14	12	12	40	98	32
ANKS3	195	487	389	693	482	456
ANKS4B	1	4	0	0	0	2
ANKS6	1037	2101	1344	1806	1276	1272
ANKZF1	647	914	690	1305	767	850
ANLN	10790	6671	5839	8790	6903	12636
ANO10	673	2445	2684	1682	2037	1334
ANO1	155	65	0	4	110	27
ANO2	1	386	2	453	67	1
ANO3	10	3	0	0	1	1
ANO4	251	270	168	4	28	2
ANO5	31	2	0	3	102	191
ANO6	7418	2860	5219	7427	3676	5601
ANO7	5	42	10	50	37	71
ANO8	406	869	476	577	833	685
ANO9	2	1	2	14	10	2
ANP32A	3077	4137	3494	3742	4706	4164
ANP32B	9734	6636	4271	5283	3772	5954
ANP32C	0	1	0	0	0	0
ANP32D	0	0	0	0	0	0
ANP32E	6256	2332	2974	2914	5957	3855
ANPEP	16978	313	4442	398	0	389
ANTXR1	10488	4727	6040	9691	6298	7284
ANTXR2	3740	4252	9588	1789	3822	9453
ANTXRL	0	0	0	0	0	0
ANUBL1	208	238	155	165	236	205
ANXA10	10	158	43	2	4	1
ANXA11	6686	7623	5718	4022	3252	5319
ANXA13	0	1	0	0	1	1
ANXA1	32266	19313	17322	13124	6031	15079
ANXA2P1	3	5	2	3	3	1
ANXA2P2	519	980	842	1399	2010	1022
ANXA2P3	0	0	1	0	0	0
ANXA2	44952	76168	62714	111659	165287	78432
ANXA3	31	1497	148	3029	1762	2182
ANXA4	1071	1219	2321	2188	3002	2859
ANXA5	18314	28440	26959	27282	21062	19177
ANXA6	5877	6411	10596	6104	7697	6496
ANXA7	5467	11682	5694	3786	3758	3582
ANXA8L1	0	0	0	53	0	0
ANXA8L2	55	29	1	145	118	9
ANXA8	97	12	0	64	118	0
ANXA9	21	36	96	32	70	46
AOAH	3	0	1	0	0	1
AOC2	62	116	116	17	50	12
AOC3	41	44	65	8	59	7
AOX1	9033	5094	3458	2270	3443	694
AOX2P	0	0	0	0	0	0
AP1AR	2127	1446	1115	688	806	578
AP1B1	2721	4985	4155	1586	4149	3114
AP1G1	4752	6181	4806	4933	2458	3835
AP1G2	617	661	903	1551	1576	991
AP1M1	4240	5232	2898	2789	3187	3464
AP1M2	3	450	4	60	328	91
AP1S1	2090	3041	3965	2669	2622	2330
AP1S2	2274	3462	1021	588	809	2153
AP1S3	253	1170	263	469	1305	3397
AP2A1	5937	9563	5070	4983	5477	5344
AP2A2	2109	2126	3561	3253	2999	2574
AP2B1	8508	15512	8333	16468	15089	14778
AP2M1	28322	19507	17757	13792	16311	15870
AP2S1	4673	4535	4736	1970	2728	2817
AP3B1	7450	3936	3915	5145	2483	3528
AP3B2	16	10	221	160	4	4
AP3D1	6661	9860	6774	7471	6882	6457
AP3M1	3458	7788	3244	2305	2483	2290
AP3M2	1128	1394	592	782	758	730
AP3S1	3971	3294	3686	3440	2623	3046
AP3S2	1323	3655	1197	2165	2356	1651
AP4B1	1051	1202	621	489	381	370
AP4E1	886	1360	615	1754	671	924
AP4M1	611	694	401	901	681	601
AP4S1	304	473	525	318	228	214
APAF1	1290	1320	1404	1903	1297	1714
APBA1	41	1710	325	365	126	182
APBA2	883	1	1166	876	263	14
APBA3	483	777	542	568	556	381
APBB1IP	6284	12	148	160	1	0
APBB1	347	2185	1068	1259	1019	1422
APBB2	6684	5315	5900	4427	2449	2324
APBB3	212	566	532	1025	691	534
APC2	62	132	16	183	35	19
APCDD1L	125	5095	10622	197	391	5794
APCDD1	4	90	1565	580	110	913
APCS	0	0	0	0	0	0
APC	1979	3401	2122	1780	895	1209
APEH	1723	5177	4404	4117	3763	3511
APEX1	7899	8266	5292	8412	5952	5012
APEX2	1824	2025	1147	821	1029	780
APH1A	7254	3962	4148	5767	8680	6465
APH1B	602	1017	870	1420	837	856
API5	3476	5931	4296	5562	4870	4077
APIP	747	971	708	342	458	686
APITD1	1162	876	678	708	476	578
APLF	229	116	280	208	241	208
APLNR	0	1	0	0	1	0
APLN	1021	738	27	97	37	62
APLP1	905	1347	1898	959	2447	937
APLP2	67858	49601	49506	51917	74350	86433
APOA1BP	2791	1445	1305	1459	2095	1113
APOA1	4	23	3	2	6	33
APOA2	77	0	0	0	0	0
APOA4	0	1	0	0	1	0
APOA5	0	5	0	0	1	1
APOB48R	2	8	1	5	4	0
APOBEC1	0	0	0	0	0	0
APOBEC2	0	2	0	2	0	1
APOBEC3A	1	0	0	0	0	0
APOBEC3B	1012	670	710	325	580	1375
APOBEC3C	594	638	1342	614	2027	1792
APOBEC3D	143	3	251	10	51	85
APOBEC3F	160	531	298	156	292	293
APOBEC3G	282	799	443	171	393	351
APOBEC3H	1	0	0	5	74	13
APOBEC4	0	0	0	0	0	0
APOB	0	1	0	0	0	0
APOC1P1	48	0	0	1	0	0
APOC1	33	3	1	11	18	122
APOC2	30	0	0	0	0	0
APOC3	0	0	0	0	0	3
APOC4	42	0	0	0	0	1
APOD	0	0	0	1	72	1
APOE	285	99	2	412	587	2752
APOF	1	2	0	2	0	1
APOH	0	1	0	0	0	0
APOL1	643	487	3712	1355	3135	1484
APOL2	971	1653	2722	857	1908	1204
APOL3	374	712	1455	383	666	942
APOL4	3	2	0	0	0	2
APOL5	0	0	0	0	0	1
APOL6	1431	3194	3725	2247	2198	3260
APOLD1	358	1025	518	846	192	689
APOM	60	30	69	84	71	56
APOOL	1087	1369	1094	937	806	868
APOO	516	566	322	282	448	306
APPBP2	2536	3219	2332	3110	2259	2053
APPL1	1651	3803	1840	3063	2244	3059
APPL2	1051	1532	1574	1919	1323	1646
APP	60106	35394	54346	33225	40561	37782
APRT	3095	4139	1815	2787	951	1808
APTX	892	1699	635	1035	886	380
AQP10	0	0	1	0	0	0
AQP11	40	90	104	58	90	54
AQP12A	0	0	0	0	0	0
AQP12B	0	0	0	0	0	0
AQP1	0	3	461	43	960	647
AQP2	0	1	0	0	0	0
AQP3	49	12	0	14	7	14
AQP4	0	0	0	1	5	4
AQP5	2	2	0	11	2	2
AQP6	2	1	0	2	1	0
AQP7P1	53	4	8	0	0	0
AQP7P3	12	2	0	0	1	0
AQP7	0	0	0	0	0	3
AQP8	1	1	8	2	1	3
AQP9	1	0	0	10	0	0
AQPEP	23	7	13	32	13	21
AQR	1663	1978	1422	1984	1669	1582
ARAF	2884	2505	837	1788	2087	2047
ARAP1	1787	2441	2558	2782	2126	3887
ARAP2	21	868	604	723	664	912
ARAP3	2203	2194	1194	707	1192	1468
ARCN1	9444	13603	13931	10759	12644	9359
ARC	34	20	2	2	25	4
AREG	147	222	108	8	75	93
ARF1	35735	12699	15916	11933	19544	13374
ARF3	13686	7320	12102	11544	7080	6017
ARF4	17279	12175	19022	11109	12368	7697
ARF5	1286	2462	1994	6313	3937	3959
ARF6	8852	8898	9207	4532	5616	8759
ARFGAP1	3958	3823	3714	8748	5945	3847
ARFGAP2	1644	3088	1946	2407	1991	2164
ARFGAP3	1327	2020	2491	1254	3373	2216
ARFGEF1	2345	4328	3071	3792	3064	3227
ARFGEF2	4268	3748	3307	6519	2914	3177
ARFIP1	1026	1942	2173	1289	1591	1345
ARFIP2	936	2238	2070	1671	2031	1205
ARFRP1	1132	1552	853	2347	876	1177
ARG1	1	0	1	1	0	0
ARG2	503	1333	244	269	289	313
ARGFXP2	0	5	0	2	1	1
ARGFX	0	0	0	0	0	0
ARGLU1	1384	1201	2388	2009	1676	1835
ARHGAP10	646	1212	862	428	577	770
ARHGAP11A	3178	2631	2028	2502	2017	3925
ARHGAP11B	111	62	43	115	75	133
ARHGAP12	1433	1703	2064	1629	1404	1459
ARHGAP15	2	0	6	0	5	0
ARHGAP17	3007	2437	1840	2269	1340	2069
ARHGAP18	3217	1677	3666	1426	1028	3053
ARHGAP19	1348	658	293	429	739	881
ARHGAP1	2134	6356	4185	6017	3784	5056
ARHGAP20	9	0	110	136	206	1178
ARHGAP21	5538	3442	5896	3278	2839	4601
ARHGAP22	258	6097	5379	201	872	2089
ARHGAP23	1941	1938	1927	7918	2768	3893
ARHGAP24	3464	112	372	92	159	201
ARHGAP25	6	1	16	46	13	1
ARHGAP26	1336	873	437	430	462	534
ARHGAP27	68	217	65	161	182	260
ARHGAP28	37	0	2	223	93	5
ARHGAP29	2956	24933	4575	3786	10839	18111
ARHGAP30	26	16	22	42	4	16
ARHGAP31	990	2923	1920	4285	3363	1722
ARHGAP32	873	1721	1259	671	755	944
ARHGAP33	456	699	449	473	353	765
ARHGAP36	1	0	0	0	1	0
ARHGAP39	416	341	483	410	389	291
ARHGAP42	133	405	462	805	471	485
ARHGAP4	367	19	4	97	39	62
ARHGAP5	4623	4256	4765	4948	3889	3174
ARHGAP6	1	16	307	632	210	637
ARHGAP8	0	0	0	3	1	1
ARHGAP9	16	2	6	4	22	3
ARHGDIA	12136	17920	9124	8626	10713	12564
ARHGDIB	1897	1241	114	65	1258	952
ARHGDIG	0	0	0	2	0	0
ARHGEF10L	358	55	720	638	648	765
ARHGEF10	1430	1520	2442	4310	1737	2506
ARHGEF11	3783	1994	2403	2358	2710	1551
ARHGEF12	3721	9913	10110	10028	10496	12841
ARHGEF15	0	0	0	0	2	1
ARHGEF16	4	0	0	20	37	21
ARHGEF17	1031	3231	1958	6163	3112	2834
ARHGEF18	1271	3184	1344	1685	1384	1432
ARHGEF19	1055	325	175	221	135	149
ARHGEF1	4160	4115	3426	2561	3247	2730
ARHGEF2	11122	2373	3116	2928	3046	4064
ARHGEF33	3	1	9	12	6	10
ARHGEF35	247	83	188	852	371	408
ARHGEF37	80	468	74	211	81	121
ARHGEF38	1	0	1	2	2	6
ARHGEF3	434	762	569	365	465	1296
ARHGEF4	54	302	151	50	31	166
ARHGEF5	501	243	1015	2711	1500	932
ARHGEF6	907	293	214	93	718	600
ARHGEF7	1097	1195	1938	1900	1242	1512
ARHGEF9	1423	676	1338	1116	724	952
ARID1A	6256	4492	3531	4268	3418	3781
ARID1B	3209	2301	2900	3551	3106	3581
ARID2	1481	723	991	2048	1255	1570
ARID3A	294	303	244	214	271	164
ARID3B	191	219	74	118	160	213
ARID3C	1	2	0	2	2	0
ARID4A	689	684	695	1071	605	893
ARID4B	2625	1623	2074	2563	2606	2138
ARID5A	238	227	147	267	156	99
ARID5B	298	4456	1680	6417	1630	1930
ARIH1	1728	1834	2424	2646	2838	3025
ARIH2	2487	4805	2751	3502	2496	2169
ARL10	76	262	16	200	12	274
ARL11	1	0	0	0	0	12
ARL13A	1	0	3	0	0	0
ARL13B	993	922	756	794	908	1054
ARL14	107	2	3	2	56	1
ARL15	669	517	752	538	366	192
ARL16	655	952	550	1100	876	875
ARL17A	224	595	387	662	668	398
ARL17B	40	218	81	125	154	62
ARL1	5281	2092	4954	4970	4298	3421
ARL2BP	3715	3182	2591	3218	2749	4033
ARL2	1585	3329	814	2377	1977	2409
ARL3	462	1766	1407	1388	1465	1822
ARL4A	1231	484	536	558	389	737
ARL4C	2377	11164	23485	4307	5519	4973
ARL4D	154	1572	2479	1104	2230	2391
ARL5A	2850	1000	1678	1422	1295	1368
ARL5B	1532	821	538	994	678	970
ARL5C	1	0	0	0	0	0
ARL6IP1	10975	4171	7175	10833	8607	12996
ARL6IP4	4439	2983	2765	5350	3556	3447
ARL6IP5	2623	2621	4128	5556	5511	5310
ARL6IP6	1493	962	783	984	917	1313
ARL6	358	246	286	140	155	120
ARL8A	2867	758	952	953	2058	1254
ARL8B	2987	4935	4811	3924	3134	3434
ARL9	6	23	1	28	27	51
ARMC10	1511	2056	1368	2085	1214	1443
ARMC1	2113	3616	1838	1660	1620	1568
ARMC2	75	36	47	88	92	64
ARMC3	19	0	0	1	0	0
ARMC4	2902	1109	215	109	270	405
ARMC5	940	686	796	743	460	561
ARMC6	2698	2383	1303	1261	989	961
ARMC7	398	493	411	442	528	421
ARMC8	1724	1621	1187	1271	1027	986
ARMC9	451	1129	1093	1039	718	1778
ARMCX1	2307	1433	804	999	1136	1012
ARMCX2	2953	8257	4624	2480	3744	2425
ARMCX3	3032	3906	4906	3100	4700	2495
ARMCX5	788	737	914	421	375	417
ARMCX6	1493	1791	1838	854	1218	976
ARMS2	0	0	1	8	1	0
ARNT2	168	1001	584	3717	1785	2115
ARNTL2	10524	5144	3225	1203	1324	2044
ARNTL	500	1158	999	738	771	430
ARNT	1403	819	1326	1829	2636	1973
ARPC1A	9985	6703	6164	6696	5188	5075
ARPC1B	14956	4072	6177	9585	6153	7632
ARPC2	9591	9243	13298	7492	8410	9072
ARPC3	10616	3991	7219	8709	8039	6264
ARPC4	3153	6719	5838	4044	4248	4479
ARPC5L	1664	1789	1490	1131	1004	910
ARPC5	12976	7663	6884	5167	8360	7162
ARPM1	118	112	114	17	91	136
ARPP19	4886	7630	5398	7278	8667	8265
ARPP21	5	0	17	1	9	19
ARR3	0	0	2	0	0	0
ARRB1	190	349	621	318	995	703
ARRB2	610	2054	441	551	560	561
ARRDC1	403	1398	330	598	443	656
ARRDC2	1038	506	479	638	587	702
ARRDC3	2537	2813	4357	7412	2598	2491
ARRDC4	138	0	467	1656	1516	385
ARRDC5	0	0	0	0	0	0
ARSA	691	1388	2340	1249	2597	2030
ARSB	9957	1950	1793	1765	804	1195
ARSD	1128	1299	691	1823	1505	1190
ARSE	126	197	76	5	92	2
ARSF	0	0	0	0	0	0
ARSG	400	151	185	282	153	53
ARSH	0	0	0	0	0	0
ARSI	48	70	421	1131	72	1375
ARSJ	893	4050	2301	1211	1650	2645
ARSK	907	1551	371	597	496	420
ART1	0	0	0	0	0	0
ART3	22	0	1	0	9	0
ART4	0	0	0	0	3	0
ART5	1	0	0	2	1	4
ARTN	1048	41	17	13	21	21
ARV1	1422	739	869	568	1124	410
ARVCF	100	358	144	191	90	341
ARX	1	1	0	1	1	0
AR	33	1359	1703	605	475	1104
AS3MT	12	70	27	262	473	564
ASAH1	2581	1847	3875	3958	4520	1665
ASAH2B	150	46	66	42	57	36
ASAH2	54	35	19	18	19	11
ASAM	3631	4571	2414	3251	373	2477
ASAP1IT1	0	0	0	0	0	0
ASAP1	7221	12077	9513	16263	8950	5472
ASAP2	7593	4157	8354	3727	9203	5748
ASAP3	894	939	698	1720	452	1768
ASB10	0	0	0	0	0	0
ASB11	0	0	0	0	0	0
ASB12	1	0	6	1	3	1
ASB13	492	391	479	499	396	351
ASB14	3	9	4	27	4	8
ASB15	0	0	0	0	3	0
ASB16	36	71	31	41	40	18
ASB17	0	0	0	0	0	0
ASB18	0	0	0	0	0	0
ASB1	3755	4404	2159	1661	1514	2406
ASB2	114	19	12	4	109	31
ASB3	594	563	867	553	565	590
ASB4	1	2	0	1	2	3
ASB5	9	4	9	5	19	6
ASB6	794	1660	712	1135	842	919
ASB7	628	785	699	1006	717	816
ASB8	1088	506	1146	1021	928	760
ASB9	476	18	70	79	156	98
ASCC1	1405	2519	902	1113	1122	742
ASCC2	2089	2466	2792	974	1983	1992
ASCC3	2729	2378	3800	4029	5369	3844
ASCL1	0	0	0	0	4	0
ASCL2	1	0	0	1	0	2
ASCL3	0	0	0	0	0	0
ASCL4	1	0	0	0	0	0
ASF1A	2159	1221	2935	678	661	941
ASF1B	3234	6223	1198	1347	1475	2186
ASFMR1	2	3	4	6	5	6
ASGR1	9	22	12	8	15	8
ASGR2	0	0	0	0	0	0
ASH1L	3603	1830	3171	3927	4580	3352
ASH2L	2214	2130	1470	1679	1766	2227
ASIP	0	0	1	7	4	1
ASL	1432	1446	1440	1215	981	1028
ASMTL	817	1338	583	448	1230	1422
ASMT	0	0	1	0	0	1
ASNA1	4661	4371	2291	2556	2288	2324
ASNSD1	2506	3148	1975	1819	1351	1446
ASNS	18731	3672	3828	1841	894	583
ASPA	0	0	1	8	6	3
ASPDH	0	2	2	1	0	0
ASPG	17	0	0	7	0	0
ASPHD1	1176	585	578	642	58	201
ASPHD2	57	320	268	159	187	155
ASPH	15334	27474	85315	12493	30529	32073
ASPM	5861	1989	2068	2412	2432	4020
ASPN	0	0	0	1	1	0
ASPRV1	6	19	5	37	19	8
ASPSCR1	1302	1098	579	731	626	705
ASRGL1	287	106	1	244	84	27
ASS1	521	103	263	5323	3391	5420
ASTE1	370	251	308	234	188	178
ASTL	3	0	0	0	0	0
ASTN1	33	312	2731	23	2490	2
ASTN2	41	119	279	506	1650	500
ASXL1	5009	4085	3084	9210	3011	3943
ASXL2	2095	1847	1377	2026	1692	2185
ASXL3	1	3	39	1	15	4
ASZ1	0	0	0	0	0	0
ATAD1	2850	769	1728	2478	2276	1781
ATAD2B	402	275	398	481	364	303
ATAD2	5289	9088	2788	2295	1830	3764
ATAD3A	2141	2798	1462	1401	1347	1396
ATAD3B	827	1267	1209	556	426	556
ATAD3C	1	3	23	75	62	62
ATAD5	393	1069	312	279	283	438
ATCAY	22	0	0	2	0	1
ATE1	1654	1067	1021	1136	832	1009
ATF1	1494	565	1072	1473	865	1059
ATF2	1315	1650	2325	2345	2112	2168
ATF3	126	218	231	921	183	82
ATF4	26706	8807	25833	9149	16378	10198
ATF5	7418	1358	2216	1524	1048	715
ATF6B	4038	2113	2834	3361	4404	4763
ATF6	4030	2047	3888	3394	3753	2773
ATF7IP2	358	0	0	86	1	57
ATF7IP	6389	5979	2016	3171	1863	3194
ATF7	2044	892	2076	2807	1775	2469
ATG10	261	253	340	319	148	224
ATG12	3474	2207	2410	2103	1494	1689
ATG16L1	1377	1763	1556	1477	1452	1761
ATG16L2	74	220	228	222	358	492
ATG2A	1456	2425	1212	1484	1206	1451
ATG2B	1466	2356	1304	2282	1252	1311
ATG3	2620	2892	3032	1662	1358	1650
ATG4A	510	599	451	324	413	272
ATG4B	1510	2698	1427	1877	1320	1236
ATG4C	557	723	711	531	482	375
ATG4D	919	584	372	405	416	398
ATG5	2112	1294	1246	1788	1581	1376
ATG7	2396	1688	2739	1512	1545	1386
ATG9A	2432	3385	2276	3459	2641	2643
ATG9B	6	1	1	19	32	4
ATHL1	139	496	619	1023	511	328
ATIC	5510	4769	2240	2496	2067	2265
ATL1	159	16	164	359	134	147
ATL2	2592	982	1371	1293	1841	1345
ATL3	4775	10293	5161	4108	4185	4548
ATMIN	2737	2936	2750	2262	1091	2303
ATM	1958	3772	4500	2817	4033	3362
ATN1	7398	12791	8150	10760	6730	9092
ATOH1	0	1	0	0	0	0
ATOH7	0	11	0	2	0	1
ATOH8	9	421	3	1619	728	583
ATOX1	2819	1469	1909	2120	971	750
ATP10A	28	1	3	2793	1723	2399
ATP10B	4	1	3	0	1	0
ATP10D	2186	2432	2411	1816	1635	1683
ATP11A	2230	1017	1357	1629	1490	1697
ATP11B	5131	2246	2294	2554	2055	2434
ATP11C	4319	2767	1419	1316	1012	2070
ATP12A	7	0	3	0	1	0
ATP13A1	5117	2801	2174	2972	2279	1929
ATP13A2	1250	3260	610	2228	1336	1444
ATP13A3	12912	10912	9432	6985	5380	4637
ATP13A4	5	3	9	16	25	15
ATP13A5	0	0	0	0	0	0
ATP1A1	47846	19548	23657	18325	23458	16758
ATP1A2	5	0	8	53	57	3
ATP1A3	723	338	5	263	107	3
ATP1A4	1	0	0	0	1	0
ATP1B1	6264	2018	1435	3248	5467	2657
ATP1B2	142	3	3	17	10	1
ATP1B3	8783	11046	3354	2787	2047	2445
ATP1B4	0	0	0	0	0	0
ATP2A1	19	44	14	18	23	51
ATP2A2	32531	9550	15768	15319	10950	10783
ATP2A3	126	122	186	71	49	12
ATP2B1	3105	2161	4033	3697	2868	3654
ATP2B2	0	2	20	22	10	7
ATP2B3	2	1	0	5	1	0
ATP2B4	11798	9289	11379	16608	20016	10660
ATP2C1	10102	8337	7261	5899	6085	6470
ATP2C2	0	1	0	1	0	9
ATP4A	0	0	0	0	0	0
ATP4B	1	0	0	2	2	0
ATP5A1	12241	16519	15448	12616	19411	11750
ATP5B	34156	18655	20836	23726	26011	16842
ATP5C1	6428	5735	4281	4449	4615	3672
ATP5D	1805	2832	1867	1856	1836	1610
ATP5EP2	2	1	1	0	2	0
ATP5E	5877	5986	8146	7665	5539	3471
ATP5F1	6990	7544	5991	4576	5259	3861
ATP5G1	2329	2550	1711	1259	2140	1740
ATP5G2	7157	3971	5595	7657	7327	6270
ATP5G3	5743	4611	6085	3926	5228	3794
ATP5H	5443	5634	3539	3207	3499	2921
ATP5I	1108	2326	1426	1763	2042	1404
ATP5J2	3319	2698	3313	3957	3012	1933
ATP5J	2220	2988	2973	2333	2428	1821
ATP5L2	0	0	1	0	0	0
ATP5L	2834	4901	4507	3062	3863	2628
ATP5O	5114	5209	3517	2882	3823	2538
ATP5SL	2032	2229	1238	1511	1482	1411
ATP5S	269	422	276	301	214	152
ATP6AP1L	58	17	38	447	166	158
ATP6AP1	4873	5311	3701	5353	7414	4430
ATP6AP2	7311	6156	5748	7985	7832	6374
ATP6V0A1	531	3470	1305	1514	2191	1392
ATP6V0A2	1895	1004	903	1078	663	589
ATP6V0A4	85	50	8	6	26	4
ATP6V0B	4012	4086	2449	2262	2125	1687
ATP6V0C	4638	4616	4062	3891	4363	3808
ATP6V0D1	2593	4553	3187	2851	1170	1879
ATP6V0D2	49	23	0	2	43	14
ATP6V0E1	7676	5663	6076	5979	3321	2582
ATP6V0E2	1268	1982	211	1518	1053	1153
ATP6V1A	3915	5194	7626	4019	4007	5131
ATP6V1B1	25	0	0	12	15	10
ATP6V1B2	3114	3981	2532	3554	4991	4703
ATP6V1C1	2682	3916	2608	2896	2322	2152
ATP6V1C2	59	52	33	52	22	29
ATP6V1D	3677	3720	3309	2279	2136	2288
ATP6V1E1	3329	3876	3999	1890	4193	3351
ATP6V1E2	154	46	44	40	32	40
ATP6V1F	2640	2156	1503	2780	2648	1545
ATP6V1G1	2343	2433	2425	2816	2078	1976
ATP6V1G2	29	47	29	38	157	120
ATP6V1G3	0	3	0	7	35	5
ATP6V1H	1615	2318	2284	1942	1985	1874
ATP7A	763	1049	1102	888	1017	704
ATP7B	200	164	36	671	447	108
ATP8A1	168	194	651	130	777	653
ATP8A2	44	3	23	88	32	47
ATP8B1	1138	6584	1204	4463	3193	6610
ATP8B2	6304	2971	3067	3126	4122	3308
ATP8B3	206	19	278	206	355	499
ATP8B4	0	8	2	0	8	5
ATP8B5P	7	20	0	5	0	3
ATP9A	3060	4196	1805	4954	922	2247
ATP9B	461	338	409	718	531	592
ATPAF1	1764	2586	1305	1586	1557	1601
ATPAF2	247	644	231	345	475	449
ATPBD4	140	360	155	298	158	230
ATPIF1	1757	3368	1956	1570	2676	2092
ATRIP	374	776	391	393	253	380
ATRNL1	30	2	38	479	744	35
ATRN	4651	4307	4285	8768	3635	3608
ATRX	4152	3646	3770	4586	4019	3725
ATR	4053	2295	2686	1960	1005	999
ATXN10	4491	7574	6274	3174	5593	4019
ATXN1L	1543	1619	1832	3199	859	2000
ATXN1	1602	925	1894	2525	1753	1627
ATXN2L	8261	5942	6382	5967	6614	6210
ATXN2	2202	1224	1749	1995	1441	1826
ATXN3L	0	0	0	0	0	0
ATXN3	856	824	334	734	567	769
ATXN7L1	368	273	419	397	242	273
ATXN7L2	529	143	164	220	169	186
ATXN7L3B	1800	2642	3788	5518	3324	2553
ATXN7L3	1850	3068	1919	2728	2717	2521
ATXN7	699	1681	1180	1207	989	961
ATXN8OS	0	0	0	0	0	0
AUH	223	348	166	364	291	542
AUP1	3677	3572	3303	2853	2100	2058
AURKAIP1	3228	3765	2090	2266	2302	2299
AURKAPS1	30	52	8	4	5	4
AURKA	5508	1299	1224	2373	1588	2047
AURKB	1611	1362	407	658	712	1303
AURKC	3	20	5	10	20	10
AUTS2	11	2	1325	808	670	1611
AVEN	342	778	597	503	667	544
AVIL	19	58	83	83	11	37
AVL9	3306	3132	2914	2275	1800	2171
AVPI1	262	363	166	1073	492	756
AVPR1A	5	0	0	0	9	0
AVPR1B	0	0	0	1	0	0
AVPR2	7	0	0	1	3	0
AVP	0	0	0	0	0	0
AWAT1	0	0	0	0	1	0
AWAT2	0	0	0	1	0	0
AXIN1	801	1086	880	1167	1228	1290
AXIN2	76	180	167	197	65	260
AXL	5049	34020	12650	29531	11388	28799
AZGP1	3	0	0	0	0	25
AZI1	928	1371	363	548	560	668
AZI2	1429	1718	2288	1672	1839	1760
AZIN1	9879	8337	9916	5204	10403	5964
AZU1	8	4	0	1	1	6
B2M	27332	40953	76815	37947	40856	39196
B3GALNT1	3404	4387	453	1016	693	2276
B3GALNT2	2861	845	1294	1450	1225	874
B3GALT1	35	27	88	5	50	1
B3GALT2	3	0	0	16	0	1
B3GALT4	26	0	31	93	21	120
B3GALT5	121	48	104	9	116	3
B3GALT6	1781	1526	902	1842	1608	1136
B3GALTL	757	394	497	1039	622	1004
B3GAT1	0	0	0	145	1	185
B3GAT2	1	6	1	0	3	0
B3GAT3	834	2516	1209	750	1329	1039
B3GNT1	855	3019	1407	1518	2226	2199
B3GNT2	1604	709	1357	915	1647	793
B3GNT3	1	1	0	2	14	2
B3GNT4	6	11	5	14	46	7
B3GNT5	1992	444	594	177	307	479
B3GNT6	0	1	0	0	0	0
B3GNT7	1	88	2	151	271	171
B3GNT8	5	2	5	28	22	88
B3GNT9	547	2284	3204	2326	1379	2853
B3GNTL1	563	164	240	167	141	165
B4GALNT1	229	594	940	354	397	4
B4GALNT2	0	4	0	5	0	13
B4GALNT3	3	0	3	43	7	50
B4GALNT4	199	7	0	1891	888	16
B4GALT1	11089	7422	5322	20049	36242	5375
B4GALT2	1531	2881	2386	2893	2653	3147
B4GALT3	2447	1361	936	1116	2797	1275
B4GALT4	1892	864	949	854	1046	936
B4GALT5	5413	4389	1952	6136	2512	2625
B4GALT6	2582	405	678	539	581	508
B4GALT7	1199	1911	1147	2070	1332	934
B9D1	303	541	287	439	461	384
B9D2	474	88	130	156	142	148
BAALC	3	65	3622	345	2859	789
BAAT	9	3	1	4	1	0
BACE1	1355	3830	3913	3829	2911	4374
BACE2	3504	4759	4676	5135	5725	5405
BACH1	1826	4512	2628	2655	1206	2221
BACH2	59	221	199	994	126	533
BAD	698	2145	1450	1418	1644	1541
BAG1	740	929	209	4683	1582	963
BAG2	2178	1103	2549	532	542	1015
BAG3	9518	2892	6218	1945	2231	2468
BAG4	879	1087	736	1026	934	845
BAG5	3943	3019	3020	3719	1750	2630
BAGE2	1	6	7	8	1	3
BAGE	0	0	0	0	0	0
BAHCC1	920	884	581	2928	1103	1318
BAHD1	1475	1409	1324	1813	1306	1792
BAI1	61	0	2	193	53	8
BAI2	883	2668	3662	2932	2362	2413
BAI3	21	111	17	0	384	169
BAIAP2L1	951	671	2016	2516	2613	1596
BAIAP2L2	263	2	5	18	51	78
BAIAP2	2277	658	956	1262	992	1846
BAIAP3	203	29	1	113	92	75
BAK1	1424	647	1026	1047	1164	518
BAMBI	554	6	1095	212	257	17
BANF1	8709	6273	4684	4108	4487	4568
BANF2	0	0	0	0	0	0
BANK1	45	1179	148	122	508	454
BANP	511	379	355	438	254	362
BAP1	2492	4697	1992	4428	3054	3866
BARD1	579	1281	511	458	434	995
